patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p24,old_strong,scaled_dt,d,day,d120,0.21342665828010357,2.4649252144240015e-06,377200
p24,old_strong,scaled_dt,e,region,core,2.0534567953905802e-15,83.05604722557513,808
p24,old_strong,scaled_dt,e,region,rim,1.4744950350855584e-15,171.86292995007,1540
p24,old_strong,scaled_dt,e,region,out_of_field,0.1620851535629569,3.432756649313138e-06,949470
p24,old_strong,scaled_dt,e,day,pre,1.4541637478657454e-15,230.95053994637794,377200
p24,old_strong,scaled_dt,e,day,d80,0.14766670370008445,1.9787565269867985e-06,377200
p24,old_strong,scaled_dt,e,day,d120,0.21137387664854512,2.4649252144240015e-06,377200
p24,old_strong,scaled_dt,f,region,core,2.5231555399751325e-15,83.05604722557513,808
p24,old_strong,scaled_dt,f,region,rim,1.836321952619451e-15,171.86292995007,1540
p24,old_strong,scaled_dt,f,region,out_of_field,0.1427622583521139,4.33014766630877e-06,1582450
p24,old_strong,scaled_dt,f,day,pre,1.7645010152450752e-15,230.95053994637794,377200
p24,old_strong,scaled_dt,f,day,d34,0.041295140860375,2.0108161971165593e-05,377200
p24,old_strong,scaled_dt,f,day,d55,0.11265171784907552,1.7418074147373746e-06,377200
p24,old_strong,scaled_dt,f,day,d80,0.1481559384950154,1.9787565269867985e-06,377200
p24,old_strong,scaled_dt,f,day,d120,0.2134265962697973,2.4649252144240015e-06,377200
p24,old_strong,fixed_dt,a,region,core,0.0004102308764070619,83.07829860127765,808
p24,old_strong,fixed_dt,a,region,rim,0.0002951645115657382,172.00924098940632,1540
p24,old_strong,fixed_dt,a,region,out_of_field,0.0010205360018452308,1.6807493877625602e-06,316490
p24,old_strong,fixed_dt,a,day,pre,0.00030823994184319184,231.15673082778562,377200
p24,old_strong,fixed_dt,b,region,core,0.0004102308764071385,83.07829860127765,808
p24,old_strong,fixed_dt,b,region,rim,0.0002951645115656539,172.00924098940632,1540
p24,old_strong,fixed_dt,b,region,out_of_field,0.04864027225074449,2.8567219312946253e-06,632980
p24,old_strong,fixed_dt,b,day,pre,0.0003082399418431865,231.15673082778562,377200
p24,old_strong,fixed_dt,b,day,d120,0.05922733108594607,2.4715946078886216e-06,377200
p24,old_strong,fixed_dt,c,region,core,0.0004102308764068294,83.07829860127765,808
p24,old_strong,fixed_dt,c,region,rim,0.0002951645115655727,172.00924098940632,1540
p24,old_strong,fixed_dt,c,region,out_of_field,0.15505776902869348,3.3457933020651037e-06,949470
p24,old_strong,fixed_dt,c,day,pre,0.0003082399418431891,231.15673082778562,377200
p24,old_strong,fixed_dt,c,day,d55,0.11168884957217981,1.747093048515755e-06,377200
p24,old_strong,fixed_dt,c,day,d120,0.2109995350439611,2.4715946078886216e-06,377200
p24,old_strong,fixed_dt,d,region,core,0.0004102308764069566,83.07829860127765,808
p24,old_strong,fixed_dt,d,region,rim,0.0002951645115654047,172.00924098940632,1540
p24,old_strong,fixed_dt,d,region,out_of_field,0.14119900139433664,3.894895124467923e-06,1265960
p24,old_strong,fixed_dt,d,day,pre,0.00030823994184318724,231.15673082778562,377200
p24,old_strong,fixed_dt,d,day,d34,0.041523934386516234,2.0110319649751776e-05,377200
p24,old_strong,fixed_dt,d,day,d55,0.11104032967405555,1.747093048515755e-06,377200
p24,old_strong,fixed_dt,d,day,d120,0.21305444792269712,2.4715946078886216e-06,377200
p24,old_strong,fixed_dt,e,region,core,0.0004102308764069021,83.07829860127765,808
p24,old_strong,fixed_dt,e,region,rim,0.0002951645115656191,172.00924098940632,1540
p24,old_strong,fixed_dt,e,region,out_of_field,0.16179137430959925,3.4412977221354516e-06,949470
p24,old_strong,fixed_dt,e,day,pre,0.00030823994184318637,231.15673082778562,377200
p24,old_strong,fixed_dt,e,day,d80,0.1472842690866582,1.983723280018053e-06,377200
p24,old_strong,fixed_dt,e,day,d120,0.21099666516229443,2.4715946078886216e-06,377200
p24,old_strong,fixed_dt,f,region,core,0.00041023087640698326,83.07829860127765,808
p24,old_strong,fixed_dt,f,region,rim,0.0002951645115653741,172.00924098940632,1540
p24,old_strong,fixed_dt,f,region,out_of_field,0.14221560714141365,4.341874923375725e-06,1582450
p24,old_strong,fixed_dt,f,day,pre,0.00030823994184318404,231.15673082778562,377200
p24,old_strong,fixed_dt,f,day,d34,0.04152394017073247,2.0110319649751776e-05,377200
p24,old_strong,fixed_dt,f,day,d55,0.11104031233160028,1.747093048515755e-06,377200
p24,old_strong,fixed_dt,f,day,d80,0.14777058073114122,1.983723280018053e-06,377200
p24,old_strong,fixed_dt,f,day,d120,0.21305438590702303,2.4715946078886216e-06,377200
p25,old_strong,scaled_dt,a,region,core,6.116305017378911e-15,1485.1201025820721,79576
p25,old_strong,scaled_dt,a,region,rim,6.009242245928483e-15,2641.5644183808895,47700
p25,old_strong,scaled_dt,a,region,out_of_field,9.58846059417384e-15,0.003215520023628946,692894
p25,old_strong,scaled_dt,a,day,pre,5.2569096110283975e-15,3731.6156908697008,1072476
p25,old_strong,scaled_dt,b,region,core,3.68443482092399e-14,1485.1201025820721,79576
p25,old_strong,scaled_dt,b,region,rim,5.798636000682755e-14,2641.5644183808895,47700
p25,old_strong,scaled_dt,b,region,out_of_field,0.028704026464121752,0.006902335903756208,1385788
p25,old_strong,scaled_dt,b,day,pre,5.347527266752135e-14,3731.6156908697008,1072476
p25,old_strong,scaled_dt,b,day,d120,0.03227763100340195,0.0065367947926298,1072476
p25,old_strong,scaled_dt,c,region,core,3.6470013634376954e-14,1485.1201025820721,79576
p25,old_strong,scaled_dt,c,region,rim,4.278250574261588e-14,2641.5644183808895,47700
p25,old_strong,scaled_dt,c,region,out_of_field,0.04297687533168535,0.007166830464083982,2078682
p25,old_strong,scaled_dt,c,day,pre,4.251127307761013e-14,3731.6156908697008,1072476
p25,old_strong,scaled_dt,c,day,d55,0.1200266297259541,0.001946880572292815,1072476
p25,old_strong,scaled_dt,c,day,d120,0.03294873494927671,0.0065367947926298,1072476
p25,old_strong,scaled_dt,d,region,core,4.354580951141083e-14,1485.1201025820721,79576
p25,old_strong,scaled_dt,d,region,rim,6.963414404628285e-14,2641.5644183808895,47700
p25,old_strong,scaled_dt,d,region,out_of_field,0.039874482192942644,0.007978430331806513,2771576
p25,old_strong,scaled_dt,d,day,pre,6.930363339287455e-14,3731.6156908697008,1072476
p25,old_strong,scaled_dt,d,day,d34,0.03869326554500038,0.005722739423907269,1072476
p25,old_strong,scaled_dt,d,day,d55,0.1196013138857265,0.001946880572292815,1072476
p25,old_strong,scaled_dt,d,day,d120,0.033093712775625526,0.0065367947926298,1072476
p25,old_strong,scaled_dt,e,region,core,6.338834576060032e-14,1485.1201025820721,79576
p25,old_strong,scaled_dt,e,region,rim,9.637500322087552e-14,2641.5644183808895,47700
p25,old_strong,scaled_dt,e,region,out_of_field,0.03035721388071766,0.008328607512058677,2078682
p25,old_strong,scaled_dt,e,day,pre,9.022150468631122e-14,3731.6156908697008,1072476
p25,old_strong,scaled_dt,e,day,d80,0.03413827427955581,0.0048333343113988025,1072476
p25,old_strong,scaled_dt,e,day,d120,0.032333736391900784,0.0065367947926298,1072476
p25,old_strong,scaled_dt,f,region,core,6.812650614824382e-14,1485.1201025820721,79576
p25,old_strong,scaled_dt,f,region,rim,1.0966844561104864e-13,2641.5644183808895,47700
p25,old_strong,scaled_dt,f,region,out_of_field,0.03838124677097251,0.009240065623204653,3464470
p25,old_strong,scaled_dt,f,day,pre,1.0823641741609191e-13,3731.6156908697008,1072476
p25,old_strong,scaled_dt,f,day,d34,0.03873704520526161,0.005722739423907269,1072476
p25,old_strong,scaled_dt,f,day,d55,0.12068830984091601,0.001946880572292815,1072476
p25,old_strong,scaled_dt,f,day,d80,0.034955091762367156,0.0048333343113988025,1072476
p25,old_strong,scaled_dt,f,day,d120,0.03275460080058719,0.0065367947926298,1072476
p25,old_strong,fixed_dt,a,region,core,0.002295383270825032,1488.6472042148878,79576
p25,old_strong,fixed_dt,a,region,rim,0.001899410956690926,2644.320092320883,47700
p25,old_strong,fixed_dt,a,region,out_of_field,0.0007193338234457212,0.003222230180822805,692894
p25,old_strong,fixed_dt,a,day,pre,0.0016870112015901848,3735.468445207432,1072476
p25,old_strong,fixed_dt,b,region,core,0.0022953832708023595,1488.6472042148878,79576
p25,old_strong,fixed_dt,b,region,rim,0.0018994109567103251,2644.320092320883,47700
p25,old_strong,fixed_dt,b,region,out_of_field,0.028436611228602884,0.006940888287603269,1385788
p25,old_strong,fixed_dt,b,day,pre,0.0016870112015901853,3735.468445207432,1072476
p25,old_strong,fixed_dt,b,day,d120,0.03192983476812801,0.006579757254444607,1072476
p25,old_strong,fixed_dt,c,region,core,0.0022953832708324925,1488.6472042148878,79576
p25,old_strong,fixed_dt,c,region,rim,0.0018994109566846601,2644.320092320883,47700
p25,old_strong,fixed_dt,c,region,out_of_field,0.04267666618380944,0.007206516837173955,2078682
p25,old_strong,fixed_dt,c,day,pre,0.0016870112015901844,3735.468445207432,1072476
p25,old_strong,fixed_dt,c,day,d55,0.11948594510421544,0.0019565997926875227,1072476
p25,old_strong,fixed_dt,c,day,d120,0.03260204817658829,0.006579757254444607,1072476
p25,old_strong,fixed_dt,d,region,core,0.0022953832708132267,1488.6472042148878,79576
p25,old_strong,fixed_dt,d,region,rim,0.0018994109567093223,2644.320092320883,47700
p25,old_strong,fixed_dt,d,region,out_of_field,0.03972389617863523,0.008018056011957262,2771576
p25,old_strong,fixed_dt,d,day,pre,0.0016870112015901844,3735.468445207432,1072476
p25,old_strong,fixed_dt,d,day,d34,0.039225908154833976,0.0057242267813563084,1072476
p25,old_strong,fixed_dt,d,day,d55,0.11910701922661636,0.0019565997926875227,1072476
p25,old_strong,fixed_dt,d,day,d120,0.03273039034275182,0.006579757254444607,1072476
p25,old_strong,fixed_dt,e,region,core,0.0022953832707834714,1488.6472042148878,79576
p25,old_strong,fixed_dt,e,region,rim,0.0018994109567271665,2644.320092320883,47700
p25,old_strong,fixed_dt,e,region,out_of_field,0.030296451288747448,0.008365727995322566,2078682
p25,old_strong,fixed_dt,e,day,pre,0.001687011201590185,3735.468445207432,1072476
p25,old_strong,fixed_dt,e,day,d80,0.034501371923902055,0.0048426507327342504,1072476
p25,old_strong,fixed_dt,e,day,d120,0.0320115006424708,0.006579757254444607,1072476
p25,old_strong,fixed_dt,f,region,core,0.002295383270794279,1488.6472042148878,79576
p25,old_strong,fixed_dt,f,region,rim,0.001899410956728116,2644.320092320883,47700
p25,old_strong,fixed_dt,f,region,out_of_field,0.03842533937280193,0.009278938348842476,3464470
p25,old_strong,fixed_dt,f,day,pre,0.001687011201590185,3735.468445207432,1072476
p25,old_strong,fixed_dt,f,day,d34,0.03928184325875021,0.0057242267813563084,1072476
p25,old_strong,fixed_dt,f,day,d55,0.12062854003666737,0.0019565997926875227,1072476
p25,old_strong,fixed_dt,f,day,d80,0.035547535492158576,0.0048426507327342504,1072476
p25,old_strong,fixed_dt,f,day,d120,0.032284600165591426,0.006579757254444607,1072476
p26,old_strong,scaled_dt,a,region,core,1.195045711659041e-15,525.9294045194326,20600
p26,old_strong,scaled_dt,a,region,rim,9.89346961588125e-16,1036.4131350414436,35048
p26,old_strong,scaled_dt,a,region,out_of_field,2.613885120517715e-15,0.017711169809156223,655560
p26,old_strong,scaled_dt,a,day,pre,9.18397335517586e-16,1467.267260383073,845748
p26,old_strong,scaled_dt,b,region,core,0.10374530193338329,525.9294045194326,20600
p26,old_strong,scaled_dt,b,region,rim,0.06427518984682909,1039.4308312127876,35074
p26,old_strong,scaled_dt,b,region,out_of_field,0.16877361884806283,430.1736001592069,1311120
p26,old_strong,scaled_dt,b,day,pre,0.07815503342189625,1467.267260383073,845748
p26,old_strong,scaled_dt,b,day,d120,0.16714973277916792,437.70116284981,845748
p26,old_strong,scaled_dt,c,region,core,0.10374532303092304,525.9294045194326,20600
p26,old_strong,scaled_dt,c,region,rim,0.06427518996443217,1039.4308312127876,35074
p26,old_strong,scaled_dt,c,region,out_of_field,0.16877353948862342,430.1737708567421,1966680
p26,old_strong,scaled_dt,c,day,pre,0.07815504280645234,1467.267260383073,845748
p26,old_strong,scaled_dt,c,day,d55,0.12603879152872174,0.38339873250251405,845748
p26,old_strong,scaled_dt,c,day,d120,0.16714968347000092,437.70116284981,845748
p26,old_strong,scaled_dt,d,region,core,0.10375085512783003,525.9294045194326,20600
p26,old_strong,scaled_dt,d,region,rim,0.06427365642820397,1039.4308312127876,35074
p26,old_strong,scaled_dt,d,region,out_of_field,0.16877478257116324,430.17379045893017,2622240
p26,old_strong,scaled_dt,d,day,pre,0.07815688420103194,1467.267260383073,845748
p26,old_strong,scaled_dt,d,day,d34,0.98780186934037,1.0085791617786561,845748
p26,old_strong,scaled_dt,d,day,d55,0.12598819819011528,0.38339873250251405,845748
p26,old_strong,scaled_dt,d,day,d120,0.16714009191741103,437.70116284981,845748
p26,old_strong,scaled_dt,e,region,core,0.10380801181200836,525.9294045194326,20600
p26,old_strong,scaled_dt,e,region,rim,0.06428669862123197,1039.4308312127876,35074
p26,old_strong,scaled_dt,e,region,out_of_field,0.16848529726134345,430.8028430668241,1966680
p26,old_strong,scaled_dt,e,day,pre,0.0781827472734103,1467.267260383073,845748
p26,old_strong,scaled_dt,e,day,d80,0.10967447616829948,23.276753797119287,845748
p26,old_strong,scaled_dt,e,day,d120,0.16700439189539587,437.70116284981,845748
p26,old_strong,scaled_dt,f,region,core,0.10381354383625854,525.9294045194326,20600
p26,old_strong,scaled_dt,f,region,rim,0.06428517346208856,1039.4308312127876,35074
p26,old_strong,scaled_dt,f,region,out_of_field,0.16848641462127698,430.80303308859,3277800
p26,old_strong,scaled_dt,f,day,pre,0.07818459888113899,1467.267260383073,845748
p26,old_strong,scaled_dt,f,day,d34,0.9865473991713416,1.0085791617786561,845748
p26,old_strong,scaled_dt,f,day,d55,0.12557087834809946,0.38339873250251405,845748
p26,old_strong,scaled_dt,f,day,d80,0.10965314139779705,23.276753797119287,845748
p26,old_strong,scaled_dt,f,day,d120,0.16699477422809283,437.70116284981,845748
p26,old_strong,fixed_dt,a,region,core,0.002376444691207815,527.5103403400379,20600
p26,old_strong,fixed_dt,a,region,rim,0.0023895603934472333,1037.6536419934746,35048
p26,old_strong,fixed_dt,a,region,out_of_field,0.0017116504944178618,0.017722660753243247,655560
p26,old_strong,fixed_dt,a,day,pre,0.002046121360527887,1468.4231697469236,845748
p26,old_strong,fixed_dt,b,region,core,0.1016805318804115,527.5103403400379,20600
p26,old_strong,fixed_dt,b,region,rim,0.0637190804055623,1040.6634451096527,35074
p26,old_strong,fixed_dt,b,region,out_of_field,0.16732240812620103,436.29716696672045,1311120
p26,old_strong,fixed_dt,b,day,pre,0.07701968735479511,1468.4231697469236,845748
p26,old_strong,fixed_dt,b,day,d120,0.16565858897720778,443.9872355648191,845748
p26,old_strong,fixed_dt,c,region,core,0.10168055257663763,527.5103403400379,20600
p26,old_strong,fixed_dt,c,region,rim,0.0637190813210447,1040.6634451096527,35074
p26,old_strong,fixed_dt,c,region,out_of_field,0.16732233003054714,436.2973373737268,1966680
p26,old_strong,fixed_dt,c,day,pre,0.0770196968464115,1468.4231697469236,845748
p26,old_strong,fixed_dt,c,day,d55,0.12406605956464753,0.3857921419305487,845748
p26,old_strong,fixed_dt,c,day,d120,0.16565854070589853,443.9872355648191,845748
p26,old_strong,fixed_dt,d,region,core,0.10168598636725791,527.5103403400379,20600
p26,old_strong,fixed_dt,d,region,rim,0.06371789286515606,1040.6634451096527,35074
p26,old_strong,fixed_dt,d,region,out_of_field,0.16732328635175547,436.2973567152286,2622240
p26,old_strong,fixed_dt,d,day,pre,0.07702162102435205,1468.4231697469236,845748
p26,old_strong,fixed_dt,d,day,d34,0.9940141580705691,0.9996830071163179,845748
p26,old_strong,fixed_dt,d,day,d55,0.12401639498379076,0.3857921419305487,845748
p26,old_strong,fixed_dt,d,day,d120,0.16564883655012808,443.9872355648191,845748
p26,old_strong,fixed_dt,e,region,core,0.10175001820123282,527.5103403400379,20600
p26,old_strong,fixed_dt,e,region,rim,0.0637340719389745,1040.6634451096527,35074
p26,old_strong,fixed_dt,e,region,out_of_field,0.16705247019023436,436.91214930751204,1966680
p26,old_strong,fixed_dt,e,day,pre,0.07705080243210809,1468.4231697469236,845748
p26,old_strong,fixed_dt,e,day,d80,0.12137605813393468,23.174380745383683,845748
p26,old_strong,fixed_dt,e,day,d120,0.16550068572881535,443.9872355648191,845748
p26,old_strong,fixed_dt,f,region,core,0.10175545088712258,527.5103403400379,20600
p26,old_strong,fixed_dt,f,region,rim,0.06373289303369685,1040.6634451096527,35074
p26,old_strong,fixed_dt,f,region,out_of_field,0.16705329423157453,436.9123387889366,3277800
p26,old_strong,fixed_dt,f,day,pre,0.07705273754705147,1468.4231697469236,845748
p26,old_strong,fixed_dt,f,day,d34,0.9925671646564727,0.9996830071163179,845748
p26,old_strong,fixed_dt,f,day,d55,0.12355508433188607,0.3857921419305487,845748
p26,old_strong,fixed_dt,f,day,d80,0.12135388752036681,23.174380745383683,845748
p26,old_strong,fixed_dt,f,day,d120,0.16549095670393787,443.9872355648191,845748
p27,old_strong,scaled_dt,a,region,core,3.9176586280212135e-15,213.02703265500463,2408
p27,old_strong,scaled_dt,a,region,rim,3.6615083929651594e-15,378.62898994833756,2134
p27,old_strong,scaled_dt,a,region,out_of_field,3.3254184206904113e-13,1.0068910559731906e-06,342334
p27,old_strong,scaled_dt,a,day,pre,3.181579738325449e-15,539.2325160234815,424548
p27,old_strong,scaled_dt,b,region,core,5.798173053429962e-09,213.02703265500463,2408
p27,old_strong,scaled_dt,b,region,rim,5.0894156204906495e-09,378.62898994833756,2134
p27,old_strong,scaled_dt,b,region,out_of_field,0.9134985119010672,1.887822615803154e-05,684668
p27,old_strong,scaled_dt,b,day,pre,5.908500746723196e-09,539.2325160234815,424548
p27,old_strong,scaled_dt,b,day,d120,0.08641552205505137,0.1702502470003266,424548
p27,old_strong,scaled_dt,c,region,core,5.889652291091716e-09,213.02703265500463,2408
p27,old_strong,scaled_dt,c,region,rim,5.252014442556794e-09,378.62898994833756,2134
p27,old_strong,scaled_dt,c,region,out_of_field,0.23100538387070307,1.913829809395701e-05,1027002
p27,old_strong,scaled_dt,c,day,pre,6.459625145146494e-09,539.2325160234815,424548
p27,old_strong,scaled_dt,c,day,d55,0.4458000478481093,0.003113972369672623,424548
p27,old_strong,scaled_dt,c,day,d120,0.09063306955864336,0.1702502470003266,424548
p27,old_strong,scaled_dt,d,region,core,3.725327648044038e-08,213.02703265500463,2408
p27,old_strong,scaled_dt,d,region,rim,4.2120152792033356e-08,378.62898994833756,2134
p27,old_strong,scaled_dt,d,region,out_of_field,0.18521464798652254,1.9455753354378997e-05,1369336
p27,old_strong,scaled_dt,d,day,pre,5.154629771585851e-08,539.2325160234815,424548
p27,old_strong,scaled_dt,d,day,d34,0.03630796428675163,0.8616155291200572,424548
p27,old_strong,scaled_dt,d,day,d55,0.06925448008342311,0.003113972369672623,424548
p27,old_strong,scaled_dt,d,day,d120,0.0913506942758952,0.1702502470003266,424548
p27,old_strong,scaled_dt,e,region,core,6.048369693268827e-09,213.02703265500463,2408
p27,old_strong,scaled_dt,e,region,rim,5.377375245331421e-09,378.62898994833756,2134
p27,old_strong,scaled_dt,e,region,out_of_field,0.23215936409499582,2.02623930917683e-05,1027002
p27,old_strong,scaled_dt,e,day,pre,6.588204436686012e-09,539.2325160234815,424548
p27,old_strong,scaled_dt,e,day,d80,0.05654641104864506,0.02398381815325526,424548
p27,old_strong,scaled_dt,e,day,d120,0.09055802404733497,0.1702502470003266,424548
p27,old_strong,scaled_dt,f,region,core,3.476812355963996e-08,213.02703265500463,2408
p27,old_strong,scaled_dt,f,region,rim,3.9885627525518094e-08,378.62898994833756,2134
p27,old_strong,scaled_dt,f,region,out_of_field,0.18340506651099092,2.0801526134348484e-05,1711670
p27,old_strong,scaled_dt,f,day,pre,4.9677335271299425e-08,539.2325160234815,424548
p27,old_strong,scaled_dt,f,day,d34,0.03631472648775902,0.8616155291200572,424548
p27,old_strong,scaled_dt,f,day,d55,0.0696288298933686,0.003113972369672623,424548
p27,old_strong,scaled_dt,f,day,d80,0.515182712273824,0.02398381815325526,424548
p27,old_strong,scaled_dt,f,day,d120,0.091346581963814,0.1702502470003266,424548
p27,old_strong,fixed_dt,a,region,core,0.002420765155674884,213.07641362435433,2408
p27,old_strong,fixed_dt,a,region,rim,0.0022451772630364317,379.38461102660233,2134
p27,old_strong,fixed_dt,a,region,out_of_field,0.001464226486917942,1.0126915658863993e-06,342334
p27,old_strong,fixed_dt,a,day,pre,0.0019948670258536343,540.4942473700256,424548
p27,old_strong,fixed_dt,b,region,core,0.002420768911883599,213.07641362435433,2408
p27,old_strong,fixed_dt,b,region,rim,0.002245173499133215,379.38461102660233,2134
p27,old_strong,fixed_dt,b,region,out_of_field,0.9162751750282658,1.8975289531140515e-05,684668
p27,old_strong,fixed_dt,b,day,pre,0.0019948670258625695,540.4942473700256,424548
p27,old_strong,fixed_dt,b,day,d120,0.08711818032085639,0.17009701965163568,424548
p27,old_strong,fixed_dt,c,region,core,0.0024207689246745485,213.07641362435433,2408
p27,old_strong,fixed_dt,c,region,rim,0.002245173165122056,379.38461102660233,2134
p27,old_strong,fixed_dt,c,region,out_of_field,0.23234073018472298,1.923835931370911e-05,1027002
p27,old_strong,fixed_dt,c,day,pre,0.001994867025864322,540.4942473700256,424548
p27,old_strong,fixed_dt,c,day,d55,0.4444812642922445,0.0031470839063488724,424548
p27,old_strong,fixed_dt,c,day,d120,0.09137411517950483,0.17009701965163568,424548
p27,old_strong,fixed_dt,d,region,core,0.0024207817213951423,213.07641362435433,2408
p27,old_strong,fixed_dt,d,region,rim,0.002245146071871892,379.38461102660233,2134
p27,old_strong,fixed_dt,d,region,out_of_field,0.18866504209208204,1.9557509465706858e-05,1369336
p27,old_strong,fixed_dt,d,day,pre,0.0019948670265604413,540.4942473700256,424548
p27,old_strong,fixed_dt,d,day,d34,0.03755038748104392,0.8546444228924183,424548
p27,old_strong,fixed_dt,d,day,d55,0.08027796386025964,0.0031470839063488724,424548
p27,old_strong,fixed_dt,d,day,d120,0.09205707370916721,0.17009701965163568,424548
p27,old_strong,fixed_dt,e,region,core,0.002420769048508899,213.07641362435433,2408
p27,old_strong,fixed_dt,e,region,rim,0.00224517307486258,379.38461102660233,2134
p27,old_strong,fixed_dt,e,region,out_of_field,0.23482039773606198,2.0365288006725452e-05,1027002
p27,old_strong,fixed_dt,e,day,pre,0.001994867025864748,540.4942473700256,424548
p27,old_strong,fixed_dt,e,day,d80,0.05741245122591001,0.02389233091029767,424548
p27,old_strong,fixed_dt,e,day,d120,0.09128030750651016,0.17009701965163568,424548
p27,old_strong,fixed_dt,f,region,core,0.0024207799817972954,213.07641362435433,2408
p27,old_strong,fixed_dt,f,region,rim,0.002245147246674492,379.38461102660233,2134
p27,old_strong,fixed_dt,f,region,out_of_field,0.18676315030494495,2.0908838306024523e-05,1711670
p27,old_strong,fixed_dt,f,day,pre,0.001994867026512665,540.4942473700256,424548
p27,old_strong,fixed_dt,f,day,d34,0.03755677723388185,0.8546444228924183,424548
p27,old_strong,fixed_dt,f,day,d55,0.08088208728686627,0.0031470839063488724,424548
p27,old_strong,fixed_dt,f,day,d80,0.5071507751920158,0.02389233091029767,424548
p27,old_strong,fixed_dt,f,day,d120,0.09205301747597747,0.17009701965163568,424548
p28,old_strong,scaled_dt,a,region,core,1.9227768077975747e-15,310.2202051105339,5516
p28,old_strong,scaled_dt,a,region,rim,1.7413555657572291e-15,533.0082748411164,5780
p28,old_strong,scaled_dt,a,region,out_of_field,3.4509207828727437e-14,4.8087077801408276e-05,822654
p28,old_strong,scaled_dt,a,day,pre,1.5671323914236887e-15,750.6879162295968,931840
p28,old_strong,scaled_dt,b,region,core,0.1057321034068964,310.2202051105339,5516
p28,old_strong,scaled_dt,b,region,rim,0.16094016642363507,1983.2997879710392,48820
p28,old_strong,scaled_dt,b,region,out_of_field,0.22155254901544105,2609.69164108727,1645308
p28,old_strong,scaled_dt,b,day,pre,0.11398662016523195,750.6879162295968,931840
p28,old_strong,scaled_dt,b,day,d120,0.20585754781957377,3176.7593716503534,931840
p28,old_strong,scaled_dt,c,region,core,0.10573210340857897,310.2202051105339,5516
p28,old_strong,scaled_dt,c,region,rim,0.16094016642343728,1983.2997879710392,48820
p28,old_strong,scaled_dt,c,region,out_of_field,0.22155254901547278,2609.6916410903705,2467962
p28,old_strong,scaled_dt,c,day,pre,0.1139866201657524,750.6879162295968,931840
p28,old_strong,scaled_dt,c,day,d55,0.22550483362283272,0.004206105553589909,931840
p28,old_strong,scaled_dt,c,day,d120,0.2058575478195577,3176.7593716503534,931840
p28,old_strong,scaled_dt,d,region,core,0.10573210601802753,310.2202051105339,5516
p28,old_strong,scaled_dt,d,region,rim,0.16094016611478193,1983.2997879710392,48820
p28,old_strong,scaled_dt,d,region,out_of_field,0.22155254916002765,2609.6916410906188,3290616
p28,old_strong,scaled_dt,d,day,pre,0.1139866209596242,750.6879162295968,931840
p28,old_strong,scaled_dt,d,day,d34,0.3247303277106879,0.08092276117785513,931840
p28,old_strong,scaled_dt,d,day,d55,0.2255048319364079,0.004206105553589909,931840
p28,old_strong,scaled_dt,d,day,d120,0.2058575477950113,3176.7593716503534,931840
p28,old_strong,scaled_dt,e,region,core,0.10573210758183552,310.2202051105339,5516
p28,old_strong,scaled_dt,e,region,rim,0.1609401658548173,1983.2997879710392,48820
p28,old_strong,scaled_dt,e,region,out_of_field,0.22155254926763646,2609.691643259013,2467962
p28,old_strong,scaled_dt,e,day,pre,0.1139866214464034,750.6879162295968,931840
p28,old_strong,scaled_dt,e,day,d80,0.35467282441029224,0.12400152194076532,931840
p28,old_strong,scaled_dt,e,day,d120,0.20585754777996015,3176.7593716503534,931840
p28,old_strong,scaled_dt,f,region,core,0.10573211019296536,310.2202051105339,5516
p28,old_strong,scaled_dt,f,region,rim,0.16094016554596413,1983.2997879710392,48820
p28,old_strong,scaled_dt,f,region,out_of_field,0.2215525494122231,2609.691643262362,4113270
p28,old_strong,scaled_dt,f,day,pre,0.11398662224079532,750.6879162295968,931840
p28,old_strong,scaled_dt,f,day,d34,0.3247303150328404,0.08092276117785513,931840
p28,old_strong,scaled_dt,f,day,d55,0.22550482889452902,0.004206105553589909,931840
p28,old_strong,scaled_dt,f,day,d80,0.35467281946464346,0.12400152194076532,931840
p28,old_strong,scaled_dt,f,day,d120,0.20585754775539772,3176.7593716503534,931840
p28,old_strong,fixed_dt,a,region,core,0.005661911193468708,310.24841299446285,5516
p28,old_strong,fixed_dt,a,region,rim,0.005283529443989988,535.4833598053588,5780
p28,old_strong,fixed_dt,a,region,out_of_field,0.002182752499027787,4.865193156431206e-05,822654
p28,old_strong,fixed_dt,a,day,pre,0.004763214954848835,754.6168295986354,931840
p28,old_strong,fixed_dt,b,region,core,0.1084814981033038,310.24841299446285,5516
p28,old_strong,fixed_dt,b,region,rim,0.15746297804119078,1993.9386576171134,48820
p28,old_strong,fixed_dt,b,region,out_of_field,0.22264109922196637,2646.995945948413,1645308
p28,old_strong,fixed_dt,b,day,pre,0.115972053132043,754.6168295986354,931840
p28,old_strong,fixed_dt,b,day,d120,0.2068006025909317,3218.432067199947,931840
p28,old_strong,fixed_dt,c,region,core,0.10848149810503017,310.24841299446285,5516
p28,old_strong,fixed_dt,c,region,rim,0.15746297804098416,1993.9386576171134,48820
p28,old_strong,fixed_dt,c,region,out_of_field,0.22264109922199937,2646.995945951575,2467962
p28,old_strong,fixed_dt,c,day,pre,0.1159720531325662,754.6168295986354,931840
p28,old_strong,fixed_dt,c,day,d55,0.22682115770193348,0.004273357997362082,931840
