patient,cell,t_r_column,observation_set,split,name,resid7_frac,norm_T_r,n_rows
p19,old_weak,fixed_dt,e,region,rim,0.09626570210452513,1501.0733144709793,67362
p19,old_weak,fixed_dt,e,region,out_of_field,0.18139299858268676,0.046923143224005134,1867134
p19,old_weak,fixed_dt,e,day,pre,0.10650894841313453,1407.4869807521718,798444
p19,old_weak,fixed_dt,e,day,d80,0.06959448784295275,955.6078894479048,798444
p19,old_weak,fixed_dt,e,day,d120,0.09673956001281872,1274.017945736928,798444
p19,old_weak,fixed_dt,f,region,core,0.09902580012027631,555.3639237321162,17496
p19,old_weak,fixed_dt,f,region,rim,0.09235125355294697,1631.1547337423854,77410
p19,old_weak,fixed_dt,f,region,out_of_field,0.20444156747235318,0.047006561874644665,3111890
p19,old_weak,fixed_dt,f,day,pre,0.10712625925336368,1407.4869807521718,798444
p19,old_weak,fixed_dt,f,day,d34,0.06614863272081865,952.9983248682182,798444
p19,old_weak,fixed_dt,f,day,d55,0.08965348498577717,160.83432173603913,798444
p19,old_weak,fixed_dt,f,day,d80,0.06723438532213831,955.6078894479048,798444
p19,old_weak,fixed_dt,f,day,d120,0.09746162176002657,1274.017945736928,798444
p20,old_weak,scaled_dt,a,region,core,2.8823281924851382e-15,761.4789706514716,40696
p20,old_weak,scaled_dt,a,region,rim,2.3999439488268303e-15,1353.1282564649835,56916
p20,old_weak,scaled_dt,a,region,out_of_field,3.6614413478675295e-15,0.03755334617995734,796724
p20,old_weak,scaled_dt,a,day,pre,2.17880628236069e-15,1895.9399307772258,1059664
p20,old_weak,scaled_dt,b,region,core,0.0622445313194543,761.4789706514716,40696
p20,old_weak,scaled_dt,b,region,rim,0.0529227148025605,1637.1670477329299,149600
p20,old_weak,scaled_dt,b,region,out_of_field,0.5183935928494374,33.03730539015688,1593448
p20,old_weak,scaled_dt,b,day,pre,0.05954106362237887,1895.9399307772258,1059664
p20,old_weak,scaled_dt,b,day,d120,0.05276187805904549,1429.008436064997,1059664
p20,old_weak,scaled_dt,c,region,core,0.06274455220788364,761.4789706514716,40696
p20,old_weak,scaled_dt,c,region,rim,0.05565521554084276,1637.1670477329299,149600
p20,old_weak,scaled_dt,c,region,out_of_field,0.3513363209868659,33.038361238050186,2390172
p20,old_weak,scaled_dt,c,day,pre,0.059828360244667776,1895.9399307772258,1059664
p20,old_weak,scaled_dt,c,day,d55,0.03993779591063335,533.5967558144307,1059664
p20,old_weak,scaled_dt,c,day,d120,0.056661714321295374,1429.008436064997,1059664
p20,old_weak,scaled_dt,d,region,core,0.06246266011846652,761.4789706514716,40696
p20,old_weak,scaled_dt,d,region,rim,0.05229261730489126,1820.271606005649,190912
p20,old_weak,scaled_dt,d,region,out_of_field,0.36611669035360267,33.03894059042883,3186896
p20,old_weak,scaled_dt,d,day,pre,0.059485774873087566,1895.9399307772258,1059664
p20,old_weak,scaled_dt,d,day,d34,0.03571417131858106,1214.8359023915173,1059664
p20,old_weak,scaled_dt,d,day,d55,0.03979748293522039,533.5967558144307,1059664
p20,old_weak,scaled_dt,d,day,d120,0.05756134429913773,1429.008436064997,1059664
p20,old_weak,scaled_dt,e,region,core,0.06343804204307149,761.4789706514716,40696
p20,old_weak,scaled_dt,e,region,rim,0.052488881803404594,1811.5336591693272,193920
p20,old_weak,scaled_dt,e,region,out_of_field,0.3512010704472001,33.11991229149415,2390172
p20,old_weak,scaled_dt,e,day,pre,0.05994913251794195,1895.9399307772258,1059664
p20,old_weak,scaled_dt,e,day,d80,0.03654256621480335,1175.7546025892557,1059664
p20,old_weak,scaled_dt,e,day,d120,0.0568081749479304,1429.008436064997,1059664
p20,old_weak,scaled_dt,f,region,core,0.06351727215406809,761.4789706514716,40696
p20,old_weak,scaled_dt,f,region,rim,0.04975570926850926,1978.5668994884245,235232
p20,old_weak,scaled_dt,f,region,out_of_field,0.36178663870228006,33.12154341348937,3983620
p20,old_weak,scaled_dt,f,day,pre,0.05971448118625191,1895.9399307772258,1059664
p20,old_weak,scaled_dt,f,day,d34,0.03506849200640477,1214.8359023915173,1059664
p20,old_weak,scaled_dt,f,day,d55,0.03846367129054347,533.5967558144307,1059664
p20,old_weak,scaled_dt,f,day,d80,0.03572387737284304,1175.7546025892557,1059664
p20,old_weak,scaled_dt,f,day,d120,0.057796821853169936,1429.008436064997,1059664
p20,old_weak,fixed_dt,a,region,core,0.0018796050005222239,761.2000610534324,40696
p20,old_weak,fixed_dt,a,region,rim,0.0015250881216196774,1354.919715695061,56916
p20,old_weak,fixed_dt,a,region,out_of_field,0.0020955788050726733,0.037680713954249066,796724
p20,old_weak,fixed_dt,a,day,pre,0.0014564710446008087,1898.914535349442,1059664
p20,old_weak,fixed_dt,b,region,core,0.06315290246271121,761.2000610534324,40696
p20,old_weak,fixed_dt,b,region,rim,0.053616480621582294,1639.7361218832393,149600
p20,old_weak,fixed_dt,b,region,out_of_field,0.5175301827499192,33.14216760222721,1593448
p20,old_weak,fixed_dt,b,day,pre,0.0605213889685191,1898.914535349442,1059664
p20,old_weak,fixed_dt,b,day,d120,0.05274993147450814,1430.916674903003,1059664
p20,old_weak,fixed_dt,c,region,core,0.0636156161870677,761.2000610534324,40696
p20,old_weak,fixed_dt,c,region,rim,0.05627263413077376,1639.7361218832393,149600
p20,old_weak,fixed_dt,c,region,out_of_field,0.3504689471449192,33.14323364177713,2390172
p20,old_weak,fixed_dt,c,day,pre,0.060799170962148485,1898.914535349442,1059664
p20,old_weak,fixed_dt,c,day,d55,0.04038114598218078,534.5581629441285,1059664
p20,old_weak,fixed_dt,c,day,d120,0.0566808644693329,1430.916674903003,1059664
p20,old_weak,fixed_dt,d,region,core,0.06337059714633314,761.2000610534324,40696
p20,old_weak,fixed_dt,d,region,rim,0.052683939209414485,1823.694311687209,190912
p20,old_weak,fixed_dt,d,region,out_of_field,0.3631670940841885,33.14381406893461,3186896
p20,old_weak,fixed_dt,d,day,pre,0.0605633023478739,1898.914535349442,1059664
p20,old_weak,fixed_dt,d,day,d34,0.03443565698912908,1215.4429550765158,1059664
p20,old_weak,fixed_dt,d,day,d55,0.040264029128182076,534.5581629441285,1059664
p20,old_weak,fixed_dt,d,day,d120,0.05737135103942105,1430.916674903003,1059664
p20,old_weak,fixed_dt,e,region,core,0.06439263405670996,761.2000610534324,40696
p20,old_weak,fixed_dt,e,region,rim,0.05297075055540034,1814.2204252333645,193920
p20,old_weak,fixed_dt,e,region,out_of_field,0.3490373172121897,33.224739331093545,2390172
p20,old_weak,fixed_dt,e,day,pre,0.060995097141276704,1898.914535349442,1059664
p20,old_weak,fixed_dt,e,day,d80,0.036231440855980485,1174.6937781544746,1059664
p20,old_weak,fixed_dt,e,day,d120,0.056634486616183345,1430.916674903003,1059664
p20,old_weak,fixed_dt,f,region,core,0.06453696427737572,761.2000610534324,40696
p20,old_weak,fixed_dt,f,region,rim,0.050072570252841404,1982.0499853448516,235232
p20,old_weak,fixed_dt,f,region,out_of_field,0.35750059104883963,33.226381706124776,3983620
p20,old_weak,fixed_dt,f,day,pre,0.06086116350175002,1898.914535349442,1059664
p20,old_weak,fixed_dt,f,day,d34,0.03384452401755932,1215.4429550765158,1059664
p20,old_weak,fixed_dt,f,day,d55,0.03905771287058537,534.5581629441285,1059664
p20,old_weak,fixed_dt,f,day,d80,0.03547071717498897,1174.6937781544746,1059664
p20,old_weak,fixed_dt,f,day,d120,0.05740276939620277,1430.916674903003,1059664
p21,old_weak,scaled_dt,a,region,core,3.1416420157913166e-15,794.1337178719889,40174
p21,old_weak,scaled_dt,a,region,rim,2.8925474855397462e-15,1574.0262002303646,79716
p21,old_weak,scaled_dt,a,region,out_of_field,2.8284659341543647e-15,5.889261884932022,774988
p21,old_weak,scaled_dt,a,day,pre,2.462611463674275e-15,2224.00923048358,1037016
p21,old_weak,scaled_dt,b,region,core,0.06065616163149768,794.1337178719889,40174
p21,old_weak,scaled_dt,b,region,rim,0.04813453379486123,1668.9924202119978,89766
p21,old_weak,scaled_dt,b,region,out_of_field,0.12706236641587498,326.7850549669795,1549976
p21,old_weak,scaled_dt,b,day,pre,0.053538115067683335,2224.00923048358,1037016
p21,old_weak,scaled_dt,b,day,d120,0.05719729707648062,1416.3558788895023,1037016
p21,old_weak,scaled_dt,c,region,core,0.060688322809542665,794.1337178719889,40174
p21,old_weak,scaled_dt,c,region,rim,0.04812992153245342,1668.9924202119978,89766
p21,old_weak,scaled_dt,c,region,out_of_field,0.1263412794027469,328.71591812747704,2324964
p21,old_weak,scaled_dt,c,day,pre,0.05355493676150305,2224.00923048358,1037016
p21,old_weak,scaled_dt,c,day,d55,0.06288991745189221,46.395570643961754,1037016
p21,old_weak,scaled_dt,c,day,d120,0.05715910366540139,1416.3558788895023,1037016
p21,old_weak,scaled_dt,d,region,core,0.06200032862076547,794.1337178719889,40174
p21,old_weak,scaled_dt,d,region,rim,0.04728606591186612,1743.7406703598228,95118
p21,old_weak,scaled_dt,d,region,out_of_field,0.12472734479811184,330.5235455359149,3099952
p21,old_weak,scaled_dt,d,day,pre,0.0537653568040943,2224.00923048358,1037016
p21,old_weak,scaled_dt,d,day,d34,0.03749798837619566,1207.4576406477343,1037016
p21,old_weak,scaled_dt,d,day,d55,0.04992550025177508,46.395570643961754,1037016
p21,old_weak,scaled_dt,d,day,d120,0.05709574700121036,1416.3558788895023,1037016
p21,old_weak,scaled_dt,e,region,core,0.061180509391642574,794.1337178719889,40174
p21,old_weak,scaled_dt,e,region,rim,0.04809724255344635,1668.9924202119978,89766
p21,old_weak,scaled_dt,e,region,out_of_field,0.12213811370182401,346.7366661637678,2324964
p21,old_weak,scaled_dt,e,day,pre,0.053796958993479124,2224.00923048358,1037016
p21,old_weak,scaled_dt,e,day,d80,0.072465061582732,191.02472982505486,1037016
p21,old_weak,scaled_dt,e,day,d120,0.05668980334847968,1416.3558788895023,1037016
p21,old_weak,scaled_dt,f,region,core,0.062223078389614835,794.1337178719889,40174
p21,old_weak,scaled_dt,f,region,rim,0.047227111455355034,1743.7406703598228,95118
p21,old_weak,scaled_dt,f,region,out_of_field,0.12096659612341754,350.2622698296581,3874940
p21,old_weak,scaled_dt,f,day,pre,0.05380088062004001,2224.00923048358,1037016
p21,old_weak,scaled_dt,f,day,d34,0.037506958997440866,1207.4576406477343,1037016
p21,old_weak,scaled_dt,f,day,d55,0.04927895625131624,46.395570643961754,1037016
p21,old_weak,scaled_dt,f,day,d80,0.0691008245851028,191.02472982505486,1037016
p21,old_weak,scaled_dt,f,day,d120,0.057016420622844996,1416.3558788895023,1037016
p21,old_weak,fixed_dt,a,region,core,0.0008468898083080628,795.3469147792449,40174
p21,old_weak,fixed_dt,a,region,rim,0.0008430731803222961,1575.4157407972932,79716
p21,old_weak,fixed_dt,a,region,out_of_field,0.0013817999118753957,5.881263735710986,774988
p21,old_weak,fixed_dt,a,day,pre,0.0007306849024401762,2225.6018369686212,1037016
p21,old_weak,fixed_dt,b,region,core,0.059993527253559616,795.3469147792449,40174
p21,old_weak,fixed_dt,b,region,rim,0.04744416100536502,1672.2355602983573,89766
p21,old_weak,fixed_dt,b,region,out_of_field,0.12562662012213074,329.2365837102961,1549976
p21,old_weak,fixed_dt,b,day,pre,0.052814094363409315,2225.6018369686212,1037016
p21,old_weak,fixed_dt,b,day,d120,0.05635451629939323,1430.9989453166945,1037016
p21,old_weak,fixed_dt,c,region,core,0.060036685191989105,795.3469147792449,40174
p21,old_weak,fixed_dt,c,region,rim,0.04743907625844146,1672.2355602983573,89766
p21,old_weak,fixed_dt,c,region,out_of_field,0.12487749291338951,331.1406852067755,2324964
p21,old_weak,fixed_dt,c,day,pre,0.05283583837243206,2225.6018369686212,1037016
p21,old_weak,fixed_dt,c,day,d55,0.06777268254316293,46.11618930166573,1037016
p21,old_weak,fixed_dt,c,day,d120,0.056306097320910305,1430.9989453166945,1037016
p21,old_weak,fixed_dt,d,region,core,0.061515152801929665,795.3469147792449,40174
p21,old_weak,fixed_dt,d,region,rim,0.04651230675638068,1747.1232679062607,95118
p21,old_weak,fixed_dt,d,region,out_of_field,0.12285411735530041,332.92908370878393,3099952
p21,old_weak,fixed_dt,d,day,pre,0.053198035945777426,2225.6018369686212,1037016
p21,old_weak,fixed_dt,d,day,d34,0.03635592746313417,1205.270935577424,1037016
p21,old_weak,fixed_dt,d,day,d55,0.048508461251610416,46.11618930166573,1037016
p21,old_weak,fixed_dt,d,day,d120,0.05599438704223576,1430.9989453166945,1037016
p21,old_weak,fixed_dt,e,region,core,0.060639814060659554,795.3469147792449,40174
p21,old_weak,fixed_dt,e,region,rim,0.04744738166066524,1672.2355602983573,89766
p21,old_weak,fixed_dt,e,region,out_of_field,0.12032017215756678,348.9427060410761,2324964
p21,old_weak,fixed_dt,e,day,pre,0.05315166439820599,2225.6018369686212,1037016
p21,old_weak,fixed_dt,e,day,d80,0.07367146340395052,189.9942166611966,1037016
p21,old_weak,fixed_dt,e,day,d120,0.055719071264075486,1430.9989453166945,1037016
p21,old_weak,fixed_dt,f,region,core,0.0617822332431874,795.3469147792449,40174
p21,old_weak,fixed_dt,f,region,rim,0.046475582842524975,1747.1232679062607,95118
p21,old_weak,fixed_dt,f,region,out_of_field,0.11893577915270405,352.4287996535082,3874940
p21,old_weak,fixed_dt,f,day,pre,0.053255894788201204,2225.6018369686212,1037016
p21,old_weak,fixed_dt,f,day,d34,0.036363988616703875,1205.270935577424,1037016
p21,old_weak,fixed_dt,f,day,d55,0.04776956110613098,46.11618930166573,1037016
p21,old_weak,fixed_dt,f,day,d80,0.06874393358192515,189.9942166611966,1037016
p21,old_weak,fixed_dt,f,day,d120,0.055866458714180126,1430.9989453166945,1037016
p22,old_weak,scaled_dt,a,region,core,1.4597380080276433e-15,1345.6203889725011,161584
p22,old_weak,scaled_dt,a,region,rim,1.248429785027802e-15,2271.386973784916,153614
p22,old_weak,scaled_dt,a,region,out_of_field,1.1562318375617734e-15,9.213201700864124,1307378
p22,old_weak,scaled_dt,a,day,pre,1.173918262990035e-15,3172.4325071927005,1846998
p22,old_weak,scaled_dt,b,region,core,0.13652343132332187,1345.6203889725011,161584
p22,old_weak,scaled_dt,b,region,rim,0.07879867760588528,3158.90689716781,492950
p22,old_weak,scaled_dt,b,region,out_of_field,0.08389824114672823,2446.026143013723,2614756
p22,old_weak,scaled_dt,b,day,pre,0.11654147835741897,3172.4325071927005,1846998
p22,old_weak,scaled_dt,b,day,d120,0.07301538735505073,3346.4493514226897,1846998
p22,old_weak,scaled_dt,c,region,core,0.1363820642748836,1345.6203889725011,161584
p22,old_weak,scaled_dt,c,region,rim,0.07895044211880303,3158.90689716781,492950
p22,old_weak,scaled_dt,c,region,out_of_field,0.08412600330986733,2446.3105573008474,3922134
p22,old_weak,scaled_dt,c,day,pre,0.1164716439441171,3172.4325071927005,1846998
p22,old_weak,scaled_dt,c,day,d55,0.31129417499647566,116.2302529352457,1846998
p22,old_weak,scaled_dt,c,day,d120,0.07315314537567275,3346.4493514226897,1846998
p22,old_weak,scaled_dt,d,region,core,0.14225240925779145,1345.6203889725011,161584
p22,old_weak,scaled_dt,d,region,rim,0.07889569289888244,3411.761966103694,566430
p22,old_weak,scaled_dt,d,region,out_of_field,0.09160230525681065,2446.8705933038977,5229512
p22,old_weak,scaled_dt,d,day,pre,0.1151009674049858,3172.4325071927005,1846998
p22,old_weak,scaled_dt,d,day,d34,0.0692763983689568,1888.675946322829,1846998
p22,old_weak,scaled_dt,d,day,d55,0.12574593235022494,116.2302529352457,1846998
p22,old_weak,scaled_dt,d,day,d120,0.08221453919929046,3346.4493514226897,1846998
p22,old_weak,scaled_dt,e,region,core,0.14067444052892222,1345.6203889725011,161584
p22,old_weak,scaled_dt,e,region,rim,0.08265662159237001,3388.425096392126,579168
p22,old_weak,scaled_dt,e,region,out_of_field,0.09279732467189518,2495.881283486558,3922134
p22,old_weak,scaled_dt,e,day,pre,0.11610341955393616,3172.4325071927005,1846998
p22,old_weak,scaled_dt,e,day,d80,0.06553842618275312,2086.6651036161597,1846998
p22,old_weak,scaled_dt,e,day,d120,0.08524358676906585,3346.4493514226897,1846998
p22,old_weak,scaled_dt,f,region,core,0.14224044566165486,1345.6203889725011,161584
p22,old_weak,scaled_dt,f,region,rim,0.0792580239195782,3625.307099024491,652648
p22,old_weak,scaled_dt,f,region,out_of_field,0.09505717872308636,2496.708871560175,6536890
p22,old_weak,scaled_dt,f,day,pre,0.11541709679886133,3172.4325071927005,1846998
p22,old_weak,scaled_dt,f,day,d34,0.06021871662383036,1888.675946322829,1846998
p22,old_weak,scaled_dt,f,day,d55,0.07537738751689807,116.2302529352457,1846998
p22,old_weak,scaled_dt,f,day,d80,0.06410718147934202,2086.6651036161597,1846998
p22,old_weak,scaled_dt,f,day,d120,0.08672866683884017,3346.4493514226897,1846998
p22,old_weak,fixed_dt,a,region,core,0.0008658881423153485,1346.5004537156458,161584
p22,old_weak,fixed_dt,a,region,rim,0.0005853675958149146,2273.092261424819,153614
p22,old_weak,fixed_dt,a,region,out_of_field,0.0014238951775197666,9.24940022641867,1307378
p22,old_weak,fixed_dt,a,day,pre,0.0006813630068593123,3174.9688360907703,1846998
p22,old_weak,fixed_dt,b,region,core,0.13621151243500762,1346.5004537156458,161584
p22,old_weak,fixed_dt,b,region,rim,0.07826547465780183,3164.2299163112893,492950
p22,old_weak,fixed_dt,b,region,out_of_field,0.08376058302319132,2446.1789326375924,2614756
p22,old_weak,fixed_dt,b,day,pre,0.1165819437297261,3174.9688360907703,1846998
p22,old_weak,fixed_dt,b,day,d120,0.07241863054337797,3348.8723388364274,1846998
p22,old_weak,fixed_dt,c,region,core,0.13607078071767612,1346.5004537156458,161584
p22,old_weak,fixed_dt,c,region,rim,0.078408202403348,3164.2299163112893,492950
p22,old_weak,fixed_dt,c,region,out_of_field,0.08398131485482858,2446.4666309598183,3922134
p22,old_weak,fixed_dt,c,day,pre,0.11651179660466114,3174.9688360907703,1846998
p22,old_weak,fixed_dt,c,day,d55,0.30781296492329663,116.55174035766301,1846998
p22,old_weak,fixed_dt,c,day,d120,0.07255731929485829,3348.8723388364274,1846998
p22,old_weak,fixed_dt,d,region,core,0.1418953909698751,1346.5004537156458,161584
p22,old_weak,fixed_dt,d,region,rim,0.07808450075123413,3419.233326922087,566430
p22,old_weak,fixed_dt,d,region,out_of_field,0.0911215639979194,2447.0248188943565,5229512
p22,old_weak,fixed_dt,d,day,pre,0.11522631244516252,3174.9688360907703,1846998
p22,old_weak,fixed_dt,d,day,d34,0.0654138524935832,1889.332106230691,1846998
p22,old_weak,fixed_dt,d,day,d55,0.12529844598882772,116.55174035766301,1846998
p22,old_weak,fixed_dt,d,day,d120,0.08136890247968688,3348.8723388364274,1846998
p22,old_weak,fixed_dt,e,region,core,0.14023036151109783,1346.5004537156458,161584
p22,old_weak,fixed_dt,e,region,rim,0.08245813180413447,3400.138117471094,579168
p22,old_weak,fixed_dt,e,region,out_of_field,0.09359236425335891,2497.5486392731214,3922134
p22,old_weak,fixed_dt,e,day,pre,0.11581792037497955,3174.9688360907703,1846998
p22,old_weak,fixed_dt,e,day,d80,0.06622071450633721,2119.51727451163,1846998
